userId,title,rating
1,Avatar,4.0
1,Spectre,4.0
1,Spider-Man 3,4.0
1,X-Men: Days of Future Past,5.0
1,The Great Gatsby,5.0
1,Hugo,3.0
1,The Curious Case of Benjamin Button,5.0
1,The Chronicles of Narnia: The Voyage of the Dawn Treader,4.0
1,Men in Black II,5.0
1,The Last Samurai,5.0
1,Stealth,5.0
1,Fantastic 4: Rise of the Silver Surfer,5.0
1,Elysium,3.0
1,Star Wars: Episode II - Attack of the Clones,5.0
1,The Croods,4.0
1,Speed 2: Cruise Control,5.0
1,The Tourist,3.0
1,The Mummy Returns,3.0
1,Lara Croft: Tomb Raider,5.0
1,Ice Age: Dawn of the Dinosaurs,4.0
1,Die Hard: With a Vengeance,4.0
1,You Don't Mess with the Zohan,5.0
1,Hollow Man,4.0
1,The 6th Day,3.0
1,Four Christmases,4.0
1,Fury,5.0
1,Walking With Dinosaurs,4.0
1,Jack and Jill,3.0
1,Dreamgirls,5.0
1,Carriers,4.0
1,Fool's Gold,4.0
1,Funny People,5.0
1,Dracula Untold,4.0
1,Stardust,4.0
1,Seven Years in Tibet,4.0
1,Doom,5.0
1,Sky Captain and the World of Tomorrow,5.0
1,World Trade Center,3.0
1,Proof of Life,5.0
1,Perfume: The Story of a Murderer,3.0
1,Paycheck,4.0
1,The Tuxedo,3.0
1,Dark Water,3.0
1,DragonHeart,4.0
1,Inside Man,5.0
1,Knowing,5.0
1,I Am Number Four,5.0
1,The Book of Life,4.0
1,Gremlins 2: The New Batch,5.0
1,Chappie,3.0
1,The Cable Guy,5.0
1,Earth,5.0
1,Dick Tracy,5.0
1,Solaris,5.0
1,Happily N'Ever After,3.0
1,Mary Reilly,5.0
1,My Best Friend's Wedding,5.0
1,Taken 2,4.0
1,The Bucket List,5.0
1,Anaconda,4.0
1,Last Holiday,5.0
1,Dune,5.0
1,The Producers,5.0
1,The Phantom,4.0
1,Nixon,5.0
1,Bangkok Dangerous,5.0
1,Here Comes the Boom,4.0
1,Lord of War,5.0
1,Unknown,5.0
1,The Prestige,5.0
1,Horrible Bosses 2,5.0
1,The Skeleton Key,5.0
1,Made of Honor,4.0
1,The Rainmaker,5.0
1,Medicine Man,5.0
1,Aliens vs Predator: Requiem,4.0
1,The Guilt Trip,2.0
1,Scream 4,5.0
1,The Doors,5.0
1,Hanging Up,5.0
1,Mickey Blue Eyes,5.0
1,The Musketeer,5.0
1,The Impossible,5.0
1,Fantastic Mr. Fox,3.0
1,The Deep End of the Ocean,4.0
1,Raise the Titanic,5.0
1,Just Visiting,5.0
1,Delgo,5.0
1,Hackers,5.0
1,Baahubali: The Beginning,5.0
1,Grudge Match,5.0
1,A Man Apart,4.0
1,In & Out,3.0
1,Resident Evil,3.0
1,House of Wax,3.0
1,The Young Victoria,3.0
1,The Longest Ride,4.0
1,Bridesmaids,4.0
1,Bringing Out the Dead,5.0
1,The Princess Diaries,4.0
1,Forgetting Sarah Marshall,5.0
1,Midnight in Paris,3.0
1,A View to a Kill,5.0
1,What's the Worst That Could Happen?,5.0
1,The Prince & Me,4.0
1,One True Thing,5.0
1,Howard the Duck,3.0
1,Machine Gun Preacher,3.0
1,Just My Luck,5.0
1,The Magic Flute,4.0
1,Pain & Gain,4.0
1,Blood and Wine,5.0
1,Snow White: A Tale of Terror,4.0
1,Fly Me to the Moon,4.0
1,The Possession,5.0
1,Ironclad,5.0
1,Old School,4.0
1,The Adventurer: The Curse of the Midas Box,4.0
1,Marvin's Room,5.0
1,Cheri,4.0
1,Ghost,5.0
1,I Am Sam,4.0
1,Shadowlands,5.0
1,I Heart Huckabees,4.0
1,Megiddo: The Omega Code 2,5.0
1,Joyeux Noël,4.0
1,Sorcerer,5.0
1,Away We Go,5.0
1,Beverly Hills Cop II,5.0
1,Wayne's World,3.0
1,Jackass 3D,5.0
1,Beverly Hills Chihuahua,4.0
1,Tammy,4.0
1,The Last Song,4.0
1,Return to Never Land,5.0
1,Selma,5.0
1,Team America: World Police,5.0
1,Copycat,5.0
1,Paint Your Wagon,5.0
1,Risen,4.0
1,Stay Alive,5.0
1,Georgia Rule,4.0
1,The Greatest Story Ever Told,4.0
1,Marci X,2.0
1,Regression,4.0
1,Dwegons,4.0
1,Just Married,5.0
1,Amadeus,5.0
1,Honey,2.0
1,Catch That Kid,5.0
1,Nine 1/2 Weeks,4.0
1,One Man's Hero,5.0
1,I Am Wrath,2.0
1,Wolves,5.0
1,I Know What You Did Last Summer,4.0
1,Saw: The Final Chapter,3.0
1,Larry the Cable Guy: Health Inspector,5.0
1,Sense and Sensibility,4.0
1,Varsity Blues,5.0
1,Joe Dirt,5.0
1,Jennifer's Body,4.0
1,Things We Lost in the Fire,4.0
1,Hachi: A Dog's Tale,5.0
1,National Lampoon's Vacation,3.0
1,Bad Grandpa,5.0
1,The Faculty,5.0
